ID;ID progetto;REQUISITO (testo);Classe dei requisiti;CATEGORIA;PAROLA
R950;46;The system’s back-end servers shall never display a customer’s password.  The customer’s password may be reset but never shown.;SE;weak_1;may
R953;47;The system will use a single password per user to login to the E-Store System.;SE;weak_1;will
R955;48;Any page of the application should not take more than 6 seconds to load on a DSL broadband connection.;PE;weak_1;should
R956;48;The system may be throttled or slowed down on heavy loads to ensure service for everybody. By throttling is meant that certain functionality may be unavailable during heavy server load.;PE;weak_1;may
R957;48;The application should be able to support 100 concurrent users without any performance degradation.;PE;weak_1;should
R958;48;The system should be able to scale up to 500 concurrent users (if there is a need in the future) by installing additional hardware components.;SC;weak_1;should
R959;48;The MTBF (if any) should not be less than 2 months.;A;weak_1;should
R960;48;A secure server will be required to ensure confidentiality of customer’s credit card and other details.;SE;weak_1;will
R961;48;The user interface of the system should be very user friendly. ;US;weak_1;should
R962;48;It should not take more than 120 seconds for a new user to register for an account.;US;weak_1;should
R963;48;It should not take more than 90 seconds for a registered user to place an order.;US;weak_1;should
R964;48;The system should be easy enough to maintain that someone else could do it with a manual and a few hours training.;MN;weak_1;should
R964;48;The system should be easy enough to maintain that someone else could do it with a manual and a few hours training.;MN;weak_1;could
R965;48;The system should be portable to various operating environments.;PO;weak_1;should
R968;49;The system shall support up to 10000 simultaneous users against the central database at any given time and up to 5000 simultaneous users against the local servers at any one time. The performance of the website must be optimal incase of huge loads and hence appropriate load balancing must be done to achieve this. There can be any number of mirror servers readily available in case of huge loads without the user getting any delay.;PE;weak_1;can
